InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1000644,08-02-2025 21:11,STR049,PRD0086,Shoes,3,3244.68,0,540.44,New,Cash
INV1000645,04-07-2025 19:17,STR037,PRD0052,Accessories,2,8104.65,25,522.88,New,Card
INV1000646,20-04-2025 05:59,STR028,PRD0027,Clothing,5,2062.92,15,229.44,Returning,Cash
INV1000647,23-05-2024 07:41,STR026,PRD0033,Clothing,5,3312.34,15,1097.9,Returning,Digital
INV1000648,12-03-2025 22:39,STR037,PRD0064,Accessories,3,2365.64,10,1659.69,Returning,Card
INV1000649,07-03-2025 19:55,STR028,PRD0073,Accessories,1,7348.17,0,1454.36,Returning,Digital
INV1000650,16-06-2024 07:06,STR028,PRD0053,Accessories,3,3390.94,0,687.47,Returning,Cash
INV1000651,29-07-2024 06:32,STR039,PRD0031,Clothing,2,2326.4,0,1381.04,Returning,Card
INV1000652,07-04-2024 17:56,STR028,PRD0055,Accessories,4,6575.14,0,1084.72,Returning,Card
INV1000653,13-02-2024 23:18,STR003,PRD0093,Shoes,4,4298.06,20,1296.74,Returning,Card
INV1000654,11-04-2024 20:47,STR024,PRD0086,Shoes,5,5533.5,25,432.03,Returning,Digital
INV1000655,04-08-2024 01:36,STR034,PRD0086,Shoes,3,6768.67,25,609.65,Returning,Digital
INV1000656,19-07-2024 08:07,STR021,PRD0043,Accessories,2,8373.64,15,583.59,New,Cash
INV1000657,19-05-2025 23:24,STR018,PRD0057,Accessories,1,4261.24,0,486.88,Returning,Card
INV1000658,26-11-2024 01:25,STR044,PRD0032,Clothing,6,4834.92,25,1712.1,Returning,Digital
INV1000659,07-10-2025 20:56,STR003,PRD0108,Shoes,5,6124.04,0,1036.79,Returning,Digital
INV1000660,15-02-2025 23:40,STR024,PRD0104,Shoes,4,5733.79,0,1135.89,New,Digital
INV1000661,27-08-2025 23:36,STR016,PRD0039,Clothing,5,1446.74,20,2008.42,Returning,Cash
INV1000662,26-10-2024 05:07,STR006,PRD0106,Shoes,4,6412.09,10,1313.45,Returning,Card
INV1000663,19-12-2023 05:43,STR039,PRD0094,Shoes,5,6656.68,5,987.91,Returning,Cash
INV1000664,29-04-2024 21:13,STR026,PRD0026,Clothing,3,3327.33,0,684.43,Returning,Digital
INV1000665,13-10-2024 01:10,STR049,PRD0017,Clothing,6,4311.32,15,557.39,New,Card
INV1000666,27-12-2024 08:04,STR021,PRD0103,Shoes,4,2828.94,0,1163.3,Returning,Digital
INV1000667,10-06-2024 22:24,STR042,PRD0079,Accessories,2,6378.29,25,701.45,New,Card
INV1000668,05-12-2023 05:13,STR010,PRD0012,Clothing,5,4811.15,5,920.28,New,Digital
INV1000669,15-12-2024 20:07,STR013,PRD0111,Shoes,6,6656.57,10,1599.14,Returning,Cash
INV1000670,19-07-2024 03:08,STR012,PRD0053,Accessories,3,7986.9,25,492.8,Returning,Card
INV1000671,23-10-2025 21:25,STR001,PRD0061,Accessories,5,1592.09,10,1840.1,Returning,Cash
INV1000672,17-11-2024 03:22,STR007,PRD0072,Accessories,6,869.9,0,1765.07,New,Card
INV1000673,02-01-2024 02:51,STR020,PRD0051,Accessories,4,6811.24,20,685.17,Returning,Digital
INV1000674,12-08-2024 19:00,STR030,PRD0017,Clothing,1,903.42,5,562.47,Returning,Card
INV1000675,16-08-2024 03:33,STR018,PRD0096,Shoes,4,3396.26,20,802,Returning,Card
INV1000676,12-06-2025 07:39,STR011,PRD0041,Accessories,5,7447.63,25,1433.67,Returning,Card
INV1000677,06-05-2024 05:09,STR013,PRD0020,Clothing,2,745.55,5,98.11,New,Digital
INV1000678,03-03-2025 00:47,STR032,PRD0006,Clothing,3,2486.84,5,1656.68,Returning,Cash
INV1000679,24-04-2025 06:57,STR006,PRD0027,Clothing,3,4406.78,0,240.93,Returning,Card
INV1000680,06-02-2024 21:29,STR038,PRD0001,Clothing,2,2867.07,5,1352.14,Returning,Cash
INV1000681,08-03-2024 07:00,STR044,PRD0088,Shoes,7,1678.33,20,1014.08,New,Card
INV1000682,23-09-2025 18:01,STR046,PRD0085,Shoes,1,4254.96,0,902.96,Returning,Digital
INV1000683,31-03-2024 21:35,STR021,PRD0094,Shoes,4,7998.71,15,1048.92,New,Digital
INV1000684,07-08-2024 19:55,STR048,PRD0010,Clothing,2,2962.2,0,163.02,New,Digital
INV1000685,19-09-2025 19:47,STR011,PRD0050,Accessories,3,7861.08,15,724.95,Returning,Card
INV1000686,01-12-2024 01:52,STR020,PRD0088,Shoes,6,5145.3,0,1007.88,New,Card
INV1000687,26-08-2025 23:45,STR006,PRD0097,Shoes,3,3842.26,0,1887.61,Returning,Digital
INV1000688,13-05-2025 04:21,STR044,PRD0029,Clothing,5,3414.25,25,1856.39,New,Card
INV1000689,23-09-2024 06:55,STR006,PRD0103,Shoes,3,4238.8,0,1199.14,Returning,Card
INV1000690,15-01-2025 19:09,STR036,PRD0010,Clothing,4,4627.86,5,157.46,Returning,Card
INV1000691,25-05-2024 07:05,STR050,PRD0065,Accessories,1,457.81,5,1865.11,Returning,Digital
INV1000692,17-08-2024 23:38,STR021,PRD0076,Accessories,1,7323.72,5,939.38,New,Digital
INV1000693,25-11-2023 23:47,STR039,PRD0034,Clothing,4,4422.27,5,1642.03,Returning,Digital
INV1000694,12-08-2025 23:24,STR048,PRD0078,Accessories,4,7341.34,15,895.16,Returning,Card
INV1000695,07-12-2023 04:52,STR020,PRD0012,Clothing,3,1062.9,0,854.02,Returning,Card
INV1000696,24-09-2024 06:09,STR028,PRD0108,Shoes,1,5307.63,0,1033.48,Returning,Cash
INV1000697,11-12-2023 07:08,STR011,PRD0020,Clothing,4,3824.52,5,109.89,New,Digital
INV1000698,05-02-2025 00:34,STR026,PRD0007,Clothing,4,2002.33,15,1509.83,New,Card
INV1000699,02-04-2025 21:25,STR033,PRD0076,Accessories,3,7328.76,20,999.99,Returning,Card
INV1000700,18-03-2025 19:11,STR021,PRD0071,Accessories,3,916.05,5,579.58,Returning,Card
INV1000701,07-11-2024 00:54,STR045,PRD0056,Accessories,6,501.83,0,1150.73,Returning,Digital
INV1000702,20-01-2025 07:23,STR030,PRD0017,Clothing,4,4474.28,0,565.12,Returning,Digital
INV1000703,28-03-2025 19:51,STR011,PRD0080,Accessories,1,2309.92,0,611.96,New,Card
INV1000704,08-12-2023 23:36,STR027,PRD0064,Accessories,4,3245.42,0,1237.96,New,Digital
INV1000705,09-07-2024 19:15,STR033,PRD0005,Clothing,1,4130.67,0,1401.98,Returning,Digital
INV1000706,23-04-2024 07:24,STR023,PRD0099,Shoes,1,1136.07,0,2238.92,Returning,Cash
INV1000707,08-03-2024 06:19,STR029,PRD0103,Shoes,8,4091.38,0,1585.89,Returning,Digital
INV1000708,24-11-2024 20:26,STR003,PRD0065,Accessories,9,1322.49,20,1789.84,Returning,Cash
INV1000709,12-02-2025 00:29,STR042,PRD0047,Accessories,1,3545.69,15,249.61,Returning,Card
INV1000710,26-08-2025 03:55,STR011,PRD0011,Clothing,3,1697.07,5,559.78,Returning,Card
INV1000711,04-03-2025 07:13,STR015,PRD0018,Clothing,1,4107.96,5,1177.36,Returning,Cash
INV1000712,08-10-2024 00:29,STR001,PRD0092,Shoes,3,6604.98,0,1521.45,New,Digital
INV1000713,20-11-2025 06:22,STR043,PRD0083,Shoes,8,1886.86,25,1246.82,Returning,Card
INV1000714,29-11-2023 06:57,STR036,PRD0112,Shoes,7,2991.13,20,658.73,Returning,Cash
INV1000715,15-09-2025 00:29,STR035,PRD0080,Accessories,2,7946.91,10,603.17,Returning,Cash
INV1000716,06-05-2025 01:58,STR035,PRD0043,Accessories,3,4082.94,20,579.67,New,Card
INV1000717,26-05-2025 02:56,STR034,PRD0044,Accessories,1,7643.35,0,561.47,Returning,Card
INV1000718,24-08-2025 02:02,STR028,PRD0065,Accessories,1,1371.29,0,1401.93,Returning,Digital
INV1000719,19-07-2024 06:27,STR029,PRD0039,Clothing,3,3075.96,0,1393.42,Returning,Digital
INV1000720,29-06-2025 03:48,STR035,PRD0109,Shoes,4,5087.95,0,904.48,Returning,Cash
INV1000721,28-02-2024 20:25,STR021,PRD0067,Accessories,3,5948.98,0,604.3,New,Cash
INV1000722,06-01-2025 03:15,STR009,PRD0061,Accessories,5,2383.41,10,1645.91,Returning,Card
INV1000723,20-01-2025 06:50,STR041,PRD0055,Accessories,3,9966.16,25,1431.92,Returning,Card
INV1000724,18-03-2025 18:27,STR046,PRD0066,Accessories,1,8673.74,0,1333.87,Returning,Card
INV1000725,11-09-2024 18:13,STR008,PRD0078,Accessories,1,8567.48,0,820.35,New,Card
INV1000726,24-01-2025 18:39,STR019,PRD0063,Accessories,4,571.38,15,992.75,New,Digital
INV1000727,21-01-2025 01:16,STR032,PRD0001,Clothing,5,1050.48,20,1235.31,Returning,Digital
INV1000728,20-04-2025 04:09,STR031,PRD0107,Shoes,5,5984.24,15,325.14,Returning,Digital
INV1000729,16-07-2024 08:05,STR021,PRD0012,Clothing,2,4099.15,5,1129.94,Returning,Digital
INV1000730,16-12-2023 03:20,STR029,PRD0095,Shoes,6,2797.1,0,184.38,New,Card
INV1000731,09-12-2023 19:22,STR004,PRD0073,Accessories,5,5361.01,5,1942,Returning,Cash
INV1000732,02-08-2025 23:05,STR046,PRD0108,Shoes,4,7191.12,15,905.4,Returning,Digital
INV1000733,15-12-2024 21:45,STR022,PRD0056,Accessories,3,2050.93,5,1017.98,New,Cash
INV1000734,10-08-2025 22:51,STR006,PRD0020,Clothing,3,1880.57,0,108.18,New,Card
INV1000735,22-03-2024 17:52,STR021,PRD0019,Clothing,1,2357.7,0,1522.75,Returning,Card
INV1000736,21-01-2024 23:09,STR032,PRD0066,Accessories,4,7598.18,0,1502.01,Returning,Card
INV1000737,02-03-2024 21:28,STR015,PRD0114,Shoes,3,934.08,5,448.94,Returning,Card
INV1000738,07-12-2024 01:50,STR006,PRD0109,Shoes,8,5377.75,25,847.96,New,Digital
INV1000739,27-03-2025 22:18,STR040,PRD0038,Clothing,2,3438.76,0,1105.53,Returning,Card
INV1000740,05-01-2024 20:27,STR023,PRD0108,Shoes,1,5351.89,5,957.6,Returning,Card
INV1000741,07-08-2025 02:31,STR009,PRD0093,Shoes,2,4806.65,5,1463.37,Returning,Digital
INV1000742,28-09-2025 23:01,STR041,PRD0034,Clothing,2,4908.38,0,2110.88,Returning,Card
INV1000743,30-11-2023 03:51,STR045,PRD0018,Clothing,6,3408.99,5,976.68,Returning,Digital
INV1000744,08-10-2025 19:02,STR005,PRD0069,Accessories,5,600.19,10,792.26,Returning,Digital
INV1000745,29-11-2023 21:27,STR045,PRD0002,Clothing,4,1061.44,0,139.88,New,Digital
INV1000746,03-09-2024 01:37,STR046,PRD0029,Clothing,3,1554.16,0,1706,Returning,Cash
INV1000747,16-04-2025 00:50,STR013,PRD0106,Shoes,3,5396.74,0,1112.75,New,Digital
INV1000748,25-01-2024 19:56,STR044,PRD0088,Shoes,3,5141.4,5,929.47,Returning,Digital
INV1000749,15-10-2025 02:19,STR018,PRD0025,Clothing,6,4314.5,25,1552.71,New,Card
INV1000750,09-01-2025 21:47,STR044,PRD0084,Shoes,4,1173.41,5,2122.8,Returning,Card
INV1000751,19-05-2025 01:00,STR003,PRD0114,Shoes,3,5992.79,20,359.81,Returning,Card
INV1000752,26-01-2025 19:38,STR037,PRD0104,Shoes,4,982.68,25,1226.64,Returning,Cash
INV1000753,28-10-2024 06:56,STR002,PRD0062,Accessories,3,4489.9,15,1065.45,Returning,Digital
INV1000754,27-07-2025 03:08,STR004,PRD0106,Shoes,5,3201.84,25,1472.86,Returning,Cash
INV1000755,29-03-2024 18:38,STR004,PRD0005,Clothing,5,2198.28,10,1733.24,New,Card
INV1000756,14-12-2024 23:46,STR028,PRD0009,Clothing,5,958.22,0,741.44,Returning,Card
INV1000757,12-10-2025 05:41,STR028,PRD0113,Shoes,10,5265.52,10,883.47,Returning,Cash
INV1000758,28-06-2025 20:20,STR001,PRD0077,Accessories,5,7219,15,1905.92,Returning,Card
INV1000759,29-03-2024 22:17,STR040,PRD0057,Accessories,4,2103.46,0,363.54,Returning,Card
INV1000760,14-03-2025 22:18,STR023,PRD0040,Clothing,1,3126.5,0,1216.67,New,Digital
INV1000761,15-06-2025 06:43,STR043,PRD0087,Shoes,4,1841.12,15,1785.72,New,Cash
INV1000762,29-10-2025 01:18,STR013,PRD0101,Shoes,5,1292.51,5,106.68,Returning,Card
INV1000763,03-01-2024 00:54,STR022,PRD0079,Accessories,1,3206.43,0,561.92,Returning,Card
INV1000764,08-12-2024 21:05,STR014,PRD0031,Clothing,4,2663.36,15,1808.89,New,Cash
INV1000765,22-11-2024 17:41,STR008,PRD0019,Clothing,3,1807.59,5,1437.7,New,Digital
INV1000766,15-08-2024 07:46,STR022,PRD0109,Shoes,4,4792.44,0,838.37,Returning,Cash
INV1000767,01-03-2025 21:03,STR042,PRD0101,Shoes,3,7172.08,0,113.94,New,Card
INV1000768,02-04-2024 05:52,STR040,PRD0113,Shoes,1,3922.77,0,1139.8,Returning,Card
INV1000769,12-08-2025 02:52,STR021,PRD0077,Accessories,5,4466.54,20,1937.71,New,Cash
INV1000770,24-04-2025 03:36,STR016,PRD0007,Clothing,2,3332.57,0,1637.22,New,Cash
INV1000771,11-09-2025 06:12,STR031,PRD0102,Shoes,2,5577.22,5,1213.63,Returning,Card
INV1000772,10-04-2025 00:57,STR021,PRD0092,Shoes,4,3491.93,10,1392.68,Returning,Digital
INV1000773,17-07-2024 23:53,STR038,PRD0084,Shoes,5,1063.55,0,1603.26,Returning,Card
INV1000774,14-02-2024 22:08,STR011,PRD0108,Shoes,6,3493.57,0,944.78,New,Cash
INV1000775,01-12-2024 06:11,STR033,PRD0080,Accessories,5,3562.83,5,557.48,New,Cash
INV1000776,29-04-2025 02:21,STR042,PRD0010,Clothing,1,2115.92,15,130.45,Returning,Digital
INV1000777,22-10-2024 21:59,STR005,PRD0047,Accessories,5,671.33,0,256.91,New,Card
INV1000778,29-11-2023 05:59,STR009,PRD0110,Shoes,7,6217.16,20,2095.69,Returning,Digital
INV1000779,21-04-2024 07:05,STR049,PRD0084,Shoes,6,885.61,30,1917.17,Returning,Cash
INV1000780,06-03-2025 23:30,STR015,PRD0067,Accessories,1,5993.94,5,546.46,Returning,Cash
INV1000781,07-12-2024 20:16,STR045,PRD0054,Accessories,4,2332.97,5,1842.03,Returning,Digital
INV1000782,23-05-2025 22:00,STR027,PRD0055,Accessories,5,6951.9,15,1279.81,New,Digital
INV1000783,30-07-2025 08:18,STR009,PRD0020,Clothing,3,4897.6,5,134.56,Returning,Digital
INV1000784,22-10-2024 03:08,STR014,PRD0051,Accessories,5,917.98,5,766.85,New,Cash
INV1000785,29-05-2024 20:44,STR036,PRD0023,Clothing,2,644.27,5,802.92,New,Cash
INV1000786,13-05-2024 23:35,STR043,PRD0068,Accessories,2,978.8,5,132.49,Returning,Digital
INV1000787,18-06-2024 20:35,STR009,PRD0069,Accessories,1,4358.61,0,767.38,Returning,Digital
INV1000788,15-06-2024 02:25,STR043,PRD0061,Accessories,4,1840.18,0,2039.57,New,Cash
INV1000789,11-05-2025 23:38,STR010,PRD0058,Accessories,5,920.51,15,1425.47,Returning,Card
INV1000790,07-11-2025 07:25,STR048,PRD0012,Clothing,4,1795.6,5,1221.74,Returning,Cash
INV1000791,05-11-2025 02:46,STR040,PRD0094,Shoes,4,3910.95,10,860.49,Returning,Cash
INV1000792,30-06-2024 08:11,STR041,PRD0069,Accessories,5,3131.33,10,815.82,New,Card
INV1000793,06-05-2024 21:53,STR049,PRD0014,Clothing,3,2769.78,5,531.21,New,Cash
INV1000794,02-01-2025 06:52,STR041,PRD0089,Shoes,2,5664.48,0,268.57,New,Cash
INV1000795,13-02-2024 02:22,STR009,PRD0042,Accessories,2,6801.87,5,184.39,New,Digital
INV1000796,27-03-2024 02:27,STR011,PRD0022,Clothing,2,4273.23,0,1487.51,New,Card
INV1000797,26-12-2023 08:23,STR001,PRD0087,Shoes,5,2767.42,0,1947.96,Returning,Digital
INV1000798,26-10-2025 22:08,STR034,PRD0083,Shoes,4,5570.29,0,1288.22,New,Card
INV1000799,24-01-2025 17:40,STR013,PRD0032,Clothing,2,2185.9,0,1331.03,Returning,Cash
INV1000800,05-01-2024 00:12,STR007,PRD0103,Shoes,3,6814.77,10,1486.84,Returning,Card
INV1000801,14-07-2024 20:46,STR040,PRD0027,Clothing,3,4704.47,5,264.62,New,Card
INV1000802,01-09-2024 04:19,STR021,PRD0002,Clothing,2,2251.34,0,145.09,New,Cash
INV1000803,23-05-2025 06:39,STR020,PRD0099,Shoes,4,5111.86,0,2320.91,New,Digital
INV1000804,30-10-2025 20:01,STR039,PRD0042,Accessories,4,9819.73,10,201.76,Returning,Card
INV1000805,27-04-2025 04:27,STR005,PRD0043,Accessories,3,471.19,5,620.87,Returning,Digital
INV1000806,01-02-2025 05:55,STR015,PRD0003,Clothing,1,3273.57,0,721.36,New,Card
INV1000807,17-02-2025 05:36,STR025,PRD0027,Clothing,3,3389.18,10,247.28,New,Card
INV1000808,11-09-2024 05:41,STR049,PRD0006,Clothing,2,2843.93,10,1650.44,Returning,Card
INV1000809,01-08-2024 06:23,STR016,PRD0027,Clothing,4,2926.9,10,321.14,Returning,Card
INV1000810,06-04-2025 18:52,STR025,PRD0067,Accessories,3,3419.88,0,522.85,Returning,Digital
INV1000811,16-06-2024 21:12,STR009,PRD0012,Clothing,3,1281.54,15,1080.89,Returning,Card
INV1000812,08-09-2024 03:08,STR047,PRD0026,Clothing,3,1602.16,0,643.82,New,Digital
INV1000813,21-04-2025 03:27,STR006,PRD0047,Accessories,4,4162.97,5,253.11,Returning,Digital
INV1000814,23-09-2024 03:14,STR031,PRD0003,Clothing,1,3928.68,0,604.48,Returning,Cash
INV1000815,26-03-2025 19:01,STR025,PRD0060,Accessories,1,3266.72,5,749.78,Returning,Cash
INV1000816,07-04-2025 00:39,STR013,PRD0001,Clothing,3,557.75,10,1315.28,Returning,Digital
INV1000817,12-01-2025 07:42,STR024,PRD0050,Accessories,2,5048.65,5,837.93,New,Card
INV1000818,04-04-2025 04:24,STR017,PRD0099,Shoes,2,7374.22,5,2117.96,Returning,Card
INV1000819,25-11-2024 04:25,STR028,PRD0095,Shoes,6,2576.9,20,218.74,New,Card
INV1000820,03-05-2024 17:47,STR044,PRD0019,Clothing,3,1644.3,25,1704.84,Returning,Digital
INV1000821,01-06-2024 08:07,STR026,PRD0091,Shoes,2,5020.36,5,357.79,New,Card
INV1000822,19-02-2024 19:20,STR035,PRD0085,Shoes,5,7183.89,10,888.43,Returning,Cash
INV1000823,06-04-2025 17:46,STR014,PRD0096,Shoes,6,3665.39,30,761.74,Returning,Card
INV1000824,05-04-2024 21:11,STR019,PRD0094,Shoes,1,3902.84,0,785.34,Returning,Cash
INV1000825,03-06-2024 22:37,STR037,PRD0105,Shoes,1,2330.53,10,534.36,Returning,Digital
INV1000826,24-01-2024 22:41,STR041,PRD0022,Clothing,3,859.14,0,1190.08,Returning,Card
INV1000827,09-07-2025 05:42,STR007,PRD0002,Clothing,1,774.75,0,162.38,New,Digital
INV1000828,01-04-2025 01:28,STR025,PRD0078,Accessories,2,5344.72,0,1151.43,Returning,Card
INV1000829,24-11-2024 04:05,STR044,PRD0114,Shoes,6,3270.16,0,406.96,Returning,Digital
INV1000830,10-04-2024 18:18,STR001,PRD0059,Accessories,2,8744.25,15,394.34,Returning,Cash
INV1000831,25-09-2025 07:10,STR045,PRD0097,Shoes,5,6668.37,10,1887.76,Returning,Cash
INV1000832,19-10-2024 04:08,STR021,PRD0003,Clothing,7,3352,25,715.55,Returning,Card
INV1000833,25-09-2025 07:24,STR006,PRD0045,Accessories,3,4450.79,25,295.03,Returning,Cash
INV1000834,19-04-2025 17:48,STR013,PRD0092,Shoes,2,1830.76,5,1302.51,Returning,Card
INV1000835,28-03-2025 04:14,STR036,PRD0112,Shoes,3,4160.98,25,695.65,New,Cash
INV1000836,03-05-2024 08:39,STR043,PRD0090,Shoes,3,1443.91,10,184.59,Returning,Digital
INV1000837,26-03-2024 03:48,STR015,PRD0093,Shoes,3,2654.93,20,1589.74,Returning,Card
INV1000838,26-01-2024 04:01,STR022,PRD0112,Shoes,8,2411.4,20,618.69,Returning,Digital
INV1000839,13-03-2024 19:01,STR028,PRD0104,Shoes,3,2480.25,0,1012.29,Returning,Cash
INV1000840,03-07-2025 04:40,STR008,PRD0074,Accessories,5,3867.05,25,796.52,New,Card
INV1000841,29-03-2024 02:22,STR028,PRD0041,Accessories,7,7781.42,25,1609.9,Returning,Cash
INV1000842,19-09-2024 06:54,STR001,PRD0069,Accessories,3,8567.91,15,647.87,Returning,Cash
INV1000843,26-12-2023 03:00,STR019,PRD0019,Clothing,5,3861.77,15,1866.65,Returning,Digital
INV1000844,09-12-2024 18:31,STR031,PRD0081,Shoes,4,6766.55,10,1164.28,Returning,Digital
INV1000845,03-04-2025 05:05,STR015,PRD0090,Shoes,2,6097.22,15,221.6,Returning,Card
INV1000846,11-11-2024 06:05,STR002,PRD0071,Accessories,4,4105.17,5,485.33,New,Digital
INV1000847,07-07-2025 07:31,STR045,PRD0110,Shoes,2,4745.67,0,1604.24,Returning,Digital
INV1000848,16-04-2024 20:53,STR011,PRD0074,Accessories,3,1634.34,0,752.59,New,Card
INV1000849,20-04-2024 00:07,STR024,PRD0093,Shoes,4,6964.22,15,1349.41,Returning,Cash
INV1000850,01-11-2024 03:07,STR031,PRD0023,Clothing,5,4752.78,5,632.22,New,Cash
INV1000851,09-12-2024 06:24,STR032,PRD0039,Clothing,6,3595.93,10,2053.11,Returning,Card
INV1000852,12-02-2024 19:11,STR018,PRD0081,Shoes,3,5503.01,0,1104.69,New,Card
INV1000853,24-05-2024 00:10,STR037,PRD0062,Accessories,2,2955.13,15,1445.16,Returning,Cash
INV1000854,09-01-2025 07:24,STR021,PRD0009,Clothing,2,3711.96,5,1032.29,Returning,Card
INV1000855,17-09-2025 19:28,STR034,PRD0063,Accessories,1,920.14,5,1314.4,Returning,Digital
INV1000856,06-10-2024 18:42,STR012,PRD0111,Shoes,4,5113.54,5,1538.27,Returning,Cash
INV1000857,30-05-2025 20:07,STR049,PRD0005,Clothing,3,880.75,0,1274.23,New,Card
INV1000858,06-04-2025 05:00,STR034,PRD0101,Shoes,4,2912.46,0,123.48,Returning,Card
INV1000859,13-04-2024 22:34,STR045,PRD0013,Clothing,1,3481.78,0,123.03,Returning,Cash
INV1000860,15-12-2024 04:37,STR009,PRD0094,Shoes,4,5280.65,0,748.52,Returning,Card
INV1000861,30-08-2025 05:21,STR045,PRD0019,Clothing,5,2911.57,10,1356.56,Returning,Card
INV1000862,06-02-2025 23:41,STR039,PRD0021,Clothing,6,2388.59,30,1404.99,New,Cash
INV1000863,26-11-2024 08:01,STR008,PRD0088,Shoes,5,4748.26,10,882.66,New,Cash
INV1000864,13-05-2025 05:36,STR015,PRD0049,Accessories,1,9532.29,0,1455.7,Returning,Digital
INV1000865,01-03-2024 07:43,STR023,PRD0090,Shoes,1,4919.54,0,172.99,Returning,Digital
INV1000866,06-01-2025 01:17,STR048,PRD0087,Shoes,2,7769.6,5,2020.61,New,Card
INV1000867,14-01-2024 08:26,STR010,PRD0085,Shoes,7,1709.85,10,817.22,Returning,Card
INV1000868,08-09-2024 22:07,STR030,PRD0024,Clothing,5,2475.32,5,372.32,Returning,Digital
INV1000869,06-10-2024 06:45,STR020,PRD0082,Shoes,4,6977.03,5,706.46,Returning,Digital
INV1000870,08-04-2025 06:35,STR011,PRD0074,Accessories,1,856.89,5,765.84,Returning,Card
INV1000871,14-10-2025 08:14,STR033,PRD0094,Shoes,5,1782.28,10,901.31,Returning,Card
INV1000872,28-07-2024 05:22,STR048,PRD0001,Clothing,6,3713.72,10,1421.47,Returning,Card
INV1000873,17-05-2024 19:03,STR011,PRD0087,Shoes,3,7497.33,20,2205.8,Returning,Digital
INV1000874,15-10-2025 21:33,STR028,PRD0064,Accessories,4,3977.22,0,1329.77,New,Card
INV1000875,28-09-2024 08:39,STR017,PRD0028,Clothing,5,510.05,0,298.65,Returning,Cash
INV1000876,12-08-2025 01:01,STR030,PRD0115,Shoes,2,5247.79,0,1825.39,Returning,Cash
INV1000877,09-06-2024 19:13,STR047,PRD0024,Clothing,3,2309.31,5,317.73,Returning,Digital
INV1000878,07-12-2024 22:03,STR001,PRD0020,Clothing,4,3962.51,5,101.12,Returning,Card
INV1000879,15-11-2025 20:47,STR029,PRD0021,Clothing,6,1129.43,0,1792.26,Returning,Digital
INV1000880,18-08-2024 19:06,STR011,PRD0086,Shoes,5,2232.74,10,512.43,Returning,Card
INV1000881,22-12-2024 19:47,STR009,PRD0042,Accessories,2,7585.57,0,208.04,Returning,Cash
INV1000882,24-07-2025 04:40,STR044,PRD0031,Clothing,2,734.18,5,1849.06,Returning,Cash
INV1000883,29-05-2024 20:57,STR006,PRD0098,Shoes,2,3888.45,10,1157.32,Returning,Digital
INV1000884,05-03-2024 05:26,STR016,PRD0086,Shoes,4,6708.39,10,454.38,Returning,Cash
INV1000885,29-12-2023 21:52,STR038,PRD0081,Shoes,3,5368.24,0,1040.32,Returning,Cash
INV1000886,13-07-2024 21:01,STR004,PRD0049,Accessories,4,4250.78,10,1206.55,New,Card
INV1000887,17-11-2025 23:55,STR004,PRD0039,Clothing,5,995.25,25,1642.44,New,Cash
INV1000888,02-03-2024 23:51,STR048,PRD0042,Accessories,5,2356.18,20,184.98,Returning,Card
INV1000889,24-10-2024 23:27,STR007,PRD0086,Shoes,6,898.36,20,527.41,New,Cash
INV1000890,28-07-2025 18:42,STR038,PRD0050,Accessories,4,1146.14,10,668.29,Returning,Digital
INV1000891,02-06-2025 03:01,STR013,PRD0025,Clothing,2,3670.97,0,2245.27,Returning,Digital
INV1000892,06-06-2025 04:56,STR013,PRD0069,Accessories,3,7291.46,0,571.74,Returning,Digital
INV1000893,23-01-2025 02:39,STR029,PRD0081,Shoes,3,5964.75,0,1358.32,New,Cash
INV1000894,02-06-2024 05:32,STR019,PRD0006,Clothing,5,4801.11,25,1142.28,Returning,Digital
INV1000895,24-12-2024 00:18,STR005,PRD0022,Clothing,3,2469.85,5,1431.76,New,Card
INV1000896,19-04-2025 05:26,STR038,PRD0090,Shoes,4,863.8,5,222.01,Returning,Cash
INV1000897,20-07-2024 21:42,STR046,PRD0035,Clothing,3,2984.68,0,711.44,Returning,Cash
INV1000898,23-06-2024 01:47,STR009,PRD0035,Clothing,6,4430.22,30,672.25,Returning,Card
INV1000899,05-04-2024 00:37,STR024,PRD0042,Accessories,3,1107.49,5,202.44,New,Digital
INV1000900,01-09-2024 19:56,STR041,PRD0105,Shoes,4,874.94,10,571.88,Returning,Digital
INV1000901,19-09-2025 22:35,STR050,PRD0075,Accessories,3,1332.49,0,1477.59,Returning,Card
INV1000902,28-12-2024 20:08,STR029,PRD0029,Clothing,8,1959.18,10,1507.69,New,Card
INV1000903,23-05-2024 03:58,STR030,PRD0024,Clothing,2,4170.19,5,344.18,Returning,Digital
INV1000904,29-07-2024 01:38,STR026,PRD0088,Shoes,3,5176.32,0,884.15,Returning,Cash
INV1000905,10-12-2024 23:41,STR034,PRD0018,Clothing,3,3770.44,10,1369.86,New,Digital
INV1000906,30-11-2023 05:46,STR018,PRD0019,Clothing,6,4723.69,15,1703.2,New,Card
INV1000907,26-04-2024 20:43,STR037,PRD0115,Shoes,1,3999.15,0,1586.88,Returning,Card
INV1000908,18-01-2025 19:40,STR003,PRD0014,Clothing,3,2950.89,20,401.84,Returning,Cash
INV1000909,15-03-2024 00:50,STR042,PRD0037,Clothing,1,1516.48,0,1929.92,New,Digital
